ID,Email Address,first name,last name,grade point average,Gender,major,birthday,language,national code,Disciplinary case,passed course unit,enterning year
195,Joseph_Walter1757416513@jcf8v.shop,Joseph,Walter,19.46,Male,Learning,3/22/1380,Ukrainian,19978634,TRUE,45,1399
196,Andie_Wade1433257912@1kmd3.autos,Andie,Wade,15.73,Female,Teamwork,10/24/1383,Nepali,13714666,TRUE,136,1397
197,Nancy_Turner1954104112@fhuux.center,Nancy,Turner,12.9,Female,Teamwork,5/2/1384,Greek,11079440,TRUE,12,1397
198,Brad_Stewart1326750784@voylg.media,Brad,Stewart,13.94,Male,Teamwork,8/31/1378,Yue,14218547,TRUE,111,1397
199,Harmony_Dubois1417963846@gkvds.com,Harmony,Dubois,18.36,Female,Adaptability,5/12/1383,Bhojpuri,11794497,TRUE,77,1398
200,Phoebe_Nelson1003159179@voylg.space,Phoebe,Nelson,15.01,Female,Self-motivation,6/25/1378,French,17445594,TRUE,1,1400
201,Alexander_Jenkin312456694@yafr7.space,Alexander,Jenkin,13.77,Male,Conflict Resolution,3/9/1379,Yoruba,16267348,TRUE,117,1400
202,Abdul_Stuart1645858280@p5emz.com,Abdul,Stuart,18.17,Male,Teamwork,5/18/1384,German,10768970,FALSE,114,1398
203,Ryan_Hastings272101057@avn7d.video,Ryan,Hastings,18.71,Male,Adaptability,1/16/1384,Russian,13771457,TRUE,141,1397
204,Freya_Andrews1569728150@kyb7t.org,Freya,Andrews,14.1,Female,Conflict Resolution,12/18/1382,Malaysian,15376164,TRUE,85,1400
205,Christine_Chapman160915798@fhuux.biz,Christine,Chapman,18.21,Female,Conflict Resolution,12/7/1382,Pashto,11926385,FALSE,124,1401
206,Zara_Sawyer578925537@xqj6f.digital,Zara,Sawyer,14.2,Female,Work Under Pressure,12/25/1382,German,17216996,TRUE,104,1398
207,Destiny_Robinson1429644115@nanoff.ca,Destiny,Robinson,17.88,Female,Time Management,2/15/1379,Urdu,19602299,TRUE,48,1397
208,William_Ellis2060693528@y96lx.pro,William,Ellis,19.24,Male,Adaptability,9/30/1378,Ukrainian,11425347,TRUE,9,1399
209,Drew_Fox345829509@bcfhs.property,Drew,Fox,12.25,Female,Time Management,8/26/1380,Sundanese,12865084,FALSE,61,1400
210,Jennifer_Khan494476827@bqkv0.services,Jennifer,Khan,13.37,Female,Leadership,1/7/1384,Japanese,19081965,TRUE,94,1401
211,Chris_Giles162080908@p5emz.media,Chris,Giles,16.2,Male,Teamwork,12/30/1378,Turkish,10276271,TRUE,126,1399
212,Daron_Warden235903262@nb44i.design,Daron,Warden,14.21,Male,Teamwork,10/23/1377,Urdu,10830712,FALSE,77,1398
213,Danny_Clifford1398614311@karnv.online,Danny,Clifford,15,Male,Work Under Pressure,8/30/1380,Portuguese,15783619,TRUE,85,1398
214,Wendy_Poole681689485@voylg.works,Wendy,Poole,14.5,Female,Self-motivation,8/15/1377,Punjabi,10844694,TRUE,125,1400
215,Fred_Richardson189955451@dbxli.online,Fred,Richardson,19.05,Male,Decision Making,8/31/1380,Polish,16204180,TRUE,53,1398
216,Melody_Speed1922701133@yahoo.solutions,Melody,Speed,16.17,Female,Communication,5/15/1381,Serbo-Croatian,17358307,TRUE,86,1401
217,Bethany_Attwood494814493@lyvnc.digital,Bethany,Attwood,16.5,Female,Leadership,12/18/1382,Korean,18514359,FALSE,42,1401
218,Owen_Ianson511943686@bcfhs.net,Owen,Ianson,19.52,Male,Communication,9/15/1383,Urdu,16913157,TRUE,108,1397
219,Manuel_Harris2030613782@mpibr.name,Manuel,Harris,13.52,Male,Learning,8/22/1380,Hindi,15641899,FALSE,66,1400
220,Renee_Hobson1122385440@evyvh.app,Renee,Hobson,14.4,Female,Work Under Pressure,12/21/1379,Yoruba,15257148,FALSE,46,1400
221,Alexa_Coll327269954@cdpfn.store,Alexa,Coll,12.51,Female,Communication,5/19/1379,Yue,14592679,TRUE,130,1398
222,Drew_Powell1316078641@iaart.net,Drew,Powell,15.2,Female,Time Management,11/26/1380,Tamil,15633265,TRUE,66,1399
223,Wade_Camden1372492589@qu9ml.us,Wade,Camden,15.41,Male,Time Management,10/31/1378,Bhojpuri,16080797,TRUE,129,1400
224,Melinda_Lakey219755806@ds59r.meet,Melinda,Lakey,18.39,Female,Learning,4/23/1381,Uzbek,11870223,FALSE,113,1397
225,Clint_Bell550030547@v1wn5.online,Clint,Bell,14.12,Male,Communication,2/19/1379,Czech,10859674,TRUE,13,1397
226,Isabella_Holt1532123100@evyvh.info,Isabella,Holt,17.13,Female,Conflict Resolution,5/7/1380,Polish,10016034,TRUE,47,1398
227,Adelaide_Mcgregor1388755056@jh02o.design,Adelaide,Mcgregor,13.57,Female,Adaptability,2/6/1381,Punjabi,15183148,TRUE,85,1400
228,Makenzie_Oswald604126096@xqj6f.property,Makenzie,Oswald,16.88,Female,Work Under Pressure,1/3/1384,Swedish,16884997,FALSE,129,1398
229,Martin_Tanner1352540665@zynuu.us,Martin,Tanner,14.72,Male,Communication,5/9/1381,Bengali,12950473,TRUE,122,1399
230,Gwenyth_Stone 418391494@iaart.auction,Gwenyth,Stone ,19.36,Female,Leadership,6/24/1381,Russian,11559526,FALSE,26,1399
231,Javier_Blythe1622201368@3wbkp.autos,Javier,Blythe,13.53,Male,Learning,9/7/1380,Nepali,19783308,FALSE,14,1399
232,Josh_Sheldon1609022653@nb44i.page,Josh,Sheldon,16.91,Male,Conflict Resolution,6/7/1380,Polish,11507523,FALSE,116,1399
233,Goldie_Phillips464897753@nmz0p.us,Goldie,Phillips,14.69,Female,Self-motivation,5/31/1381,Chinese,17975600,FALSE,117,1399
234,Macy_Forester1388461796@voylg.services,Macy,Forester,12.01,Female,Communication,10/21/1382,Bhojpuri,11045161,FALSE,9,1400
235,Martin_Parr1900336058@chkzl.pro,Martin,Parr,15.05,Male,Leadership,5/16/1380,Hindi,12649502,FALSE,32,1401
236,Paige_Ellwood218072824@lhp4j.pro,Paige,Ellwood,14.9,Female,Decision Making,11/16/1379,Vietnamese,14239601,FALSE,44,1398
237,Mara_Baldwin1698346594@bu2lo.press,Mara,Baldwin,19.03,Female,Communication,2/10/1384,Yue,19074216,TRUE,136,1399
238,Angelica_Brooks917792888@ds59r.page,Angelica,Brooks,12.23,Female,Self-motivation,11/12/1379,Persian,19889650,TRUE,59,1399
239,Katelyn_Price662330653@dbxli.autos,Katelyn,Price,18.57,Female,Adaptability,4/7/1378,Chittagonian,10537365,TRUE,2,1401
240,Elijah_Thomson1277398201@xqj6f.solutions,Elijah,Thomson,13.45,Male,Teamwork,12/24/1380,Italian,11454721,FALSE,25,1398
241,Liam_Irwin21404924@avn7d.app,Liam,Irwin,15.75,Male,Decision Making,2/14/1383,Japanese,13106215,TRUE,42,1400
242,Jane_West221577522@yfxpw.audio,Jane,West,15.18,Female,Communication,8/3/1383,Dutch,15422705,TRUE,45,1397
243,Jack_Brett1496746778@6ijur.name,Jack,Brett,12.03,Male,Teamwork,1/15/1380,Tamil,15191129,TRUE,130,1400
244,Paige_Stewart2084478684@hepmv.center,Paige,Stewart,19.13,Female,Adaptability,3/7/1382,Uzbek,19513088,FALSE,86,1397
245,Barney_Egerton1302213702@xtwt3.works,Barney,Egerton,16.15,Male,Decision Making,5/16/1380,Chittagonian,14772272,FALSE,82,1399
246,Jayden_Bryant1890356199@ag5wi.name,Jayden,Bryant,17.47,Male,Leadership,9/6/1378,German,18278398,TRUE,139,1400
247,Johnathan_Allwood570268501@3wbkp.net,Johnathan,Allwood,15.66,Male,Work Under Pressure,4/3/1381,Portuguese,19792691,FALSE,73,1398
248,Harry_Yang1720026641@evyvh.business,Harry,Yang,14.56,Male,Decision Making,12/21/1383,Russian,19175727,TRUE,115,1397
249,Jocelyn_Boyle749155200@cdpfn.net,Jocelyn,Boyle,12.67,Female,Self-motivation,6/22/1381,Korean,14146993,FALSE,30,1401
250,Daron_Chester219905161@crzq7.info,Daron,Chester,16.02,Male,Adaptability,8/6/1379,Vietnamese,13053516,TRUE,98,1398
251,Elena_Alcroft637052995@y96lx.digital,Elena,Alcroft,16.52,Female,Decision Making,4/9/1378,Vietnamese,10082984,TRUE,30,1397
252,Sofie_Lomax1382431416@qu9ml.audio,Sofie,Lomax,16.07,Female,Time Management,10/16/1380,Serbo-Croatian,18737407,TRUE,118,1397
253,Valentina_Waterhouse1493217976@yvu30.edu,Valentina,Waterhouse,18.95,Female,Time Management,5/29/1378,Azerbaijani,11601021,TRUE,116,1399
254,Esmeralda_Yarlett2069132401@yfxpw.meet,Esmeralda,Yarlett,12.48,Female,Communication,4/30/1384,Italian,17567419,FALSE,99,1399
255,Cecilia_Bullock1491267998@xtwt3.pro,Cecilia,Bullock,15.6,Female,Teamwork,7/21/1381,Chittagonian,19603246,FALSE,59,1397
256,Melania_Simpson110114078@yafr7.page,Melania,Simpson,15.91,Female,Teamwork,8/27/1380,Turkish,13240770,FALSE,92,1401
257,Martin_Mccormick323257788@jcf8v.page,Martin,Mccormick,12.8,Male,Time Management,7/31/1383,French,18104389,TRUE,84,1397
258,David_Groves902465959@xqj6f.website,David,Groves,18.57,Male,Leadership,7/11/1378,Arabic,14956001,FALSE,55,1400
259,Chris_Jordan1696420372@yahoo.website,Chris,Jordan,13.78,Male,Adaptability,10/27/1383,Amharic,16426213,TRUE,35,1398
260,Michael_Emmett2146854840@crzq7.tech,Michael,Emmett,12.05,Male,Teamwork,4/26/1384,Italian,15061218,FALSE,122,1398
261,Sloane_Lewis1784569277@1wa8o.page,Sloane,Lewis,18.45,Female,Adaptability,5/22/1381,Chittagonian,13149352,TRUE,21,1399
262,Dasha_Vangness159716677@dvqq2.org,Dasha,Vangness,12.16,Female,Learning,10/7/1380,Hakka,18302697,FALSE,110,1400
263,Jack_Morris529336967@uagvw.site,Jack,Morris,15.23,Male,Self-motivation,2/5/1379,Thai,10483774,FALSE,24,1398
264,Anthony_Adler884140076@hepmv.club,Anthony,Adler,16.78,Male,Work Under Pressure,6/30/1384,Sundanese,19744279,TRUE,45,1401
265,Ember_Knight1380485431@fhuux.autos,Ember,Knight,13.11,Female,Work Under Pressure,1/14/1382,Swedish,16243836,TRUE,72,1397
266,Matt_Randall577140871@bu2lo.shop,Matt,Randall,15.17,Male,Self-motivation,11/23/1383,Urdu,19650150,TRUE,63,1398
267,Felicity_Johnson247658850@nanoff.catering,Felicity,Johnson,13.15,Female,Time Management,12/12/1381,Belarusian,12246960,FALSE,94,1400
268,Darlene_Crawley863104170@mpibr.edu,Darlene,Crawley,12.47,Female,Teamwork,1/31/1384,Malaysian,15277762,TRUE,124,1401
269,Sarah_Stuart426820797@dbxli.online,Sarah,Stuart,14.65,Female,Teamwork,8/21/1377,Pashto,13652398,TRUE,105,1399
270,Ryan_Wood963209296@nb44i.app,Ryan,Wood,17.06,Male,Time Management,12/8/1379,Persian,16273921,FALSE,86,1397
271,Kieth_Watson1915895018@bcfhs.autos,Kieth,Watson,16.49,Male,Communication,1/5/1378,Chinese,19758747,TRUE,90,1401
272,Robyn_Bennett756767107@dvqq2.catering,Robyn,Bennett,18.98,Female,Leadership,12/4/1381,Persian,12567990,FALSE,121,1400
273,Cedrick_Saunders1430464446@3wbkp.audio,Cedrick,Saunders,12.92,Male,Leadership,5/29/1378,Dutch,17105828,FALSE,66,1400
274,Chuck_Patel1215419833@xqj6f.pro,Chuck,Patel,18.72,Male,Adaptability,1/23/1381,Bhojpuri,12064818,FALSE,129,1398
275,Adelaide_Allington2480260@jh02o.press,Adelaide,Allington,12.79,Female,Conflict Resolution,3/7/1381,Yue,19476635,FALSE,32,1398
276,Nate_Varley2009384342@evyvh.services,Nate,Varley,15.62,Male,Learning,2/10/1384,Turkish,18105070,FALSE,118,1401
277,Jules_Warner1137421722@urn0m.digital,Jules,Warner,16.02,Female,Time Management,11/14/1380,Turkish,13531264,TRUE,8,1400
278,Leah_Darcy462433949@cke3u.edu,Leah,Darcy,12.89,Female,Learning,12/23/1378,Chinese,18873295,FALSE,24,1401
279,Cedrick_Young1799073596@1wa8o.org,Cedrick,Young,14.08,Male,Work Under Pressure,5/27/1383,Mandarin,17715612,FALSE,125,1399
280,Thea_Welsch327974017@nanoff.meet,Thea,Welsch,15.76,Female,Adaptability,1/19/1379,Romanian,11733090,FALSE,79,1398
281,Penny_Ingram991457619@xtwt3.design,Penny,Ingram,13.8,Female,Learning,3/30/1382,Thai,19673300,FALSE,36,1400
282,Valentina_Thornton243052231@p5emz.digital,Valentina,Thornton,18.71,Female,Learning,5/28/1380,Dutch,12153064,TRUE,53,1399
283,Henry_Edwards2072246286@jh02o.edu,Henry,Edwards,19.71,Male,Adaptability,5/31/1384,Wu,15600408,TRUE,44,1398
284,Jack_Edwards792779266@hepmv.edu,Jack,Edwards,13.64,Male,Leadership,3/29/1380,Bengali,17276293,FALSE,95,1397
285,Ryan_May678636323@iaart.mobi,Ryan,May,18.04,Male,Conflict Resolution,11/30/1378,French,12871090,FALSE,29,1400
286,Luke_Stevens1932418906@d9un8.page,Luke,Stevens,19.31,Male,Conflict Resolution,3/23/1378,Wu,18033351,TRUE,40,1397
287,Matthew_Myatt1085432664@dvqq2.business,Matthew,Myatt,13.48,Male,Work Under Pressure,3/16/1384,Uyghur,17491374,FALSE,116,1400
288,Mandy_Oswald675831614@bqkv0.center,Mandy,Oswald,19.47,Female,Time Management,7/13/1378,Uyghur,13376209,TRUE,44,1401
289,Emma_Murphy211871143@jcf8v.center,Emma,Murphy,13.31,Female,Conflict Resolution,12/10/1380,Uyghur,10663694,FALSE,46,1399
290,Roger_Willson1085769734@hepmv.zone,Roger,Willson,19.78,Male,Communication,3/20/1379,Portuguese,12827934,TRUE,110,1400
291,Cedrick_Olson231418720@yvu30.software,Cedrick,Olson,14.63,Male,Leadership,10/9/1379,Dutch,14011120,FALSE,43,1399
292,Nathan_Hunt1375848380@iaart.name,Nathan,Hunt,17.47,Male,Conflict Resolution,4/19/1382,Polish,16003336,FALSE,46,1401
293,Johnathan_Lynch189026285@ag5wi.net,Johnathan,Lynch,14.36,Male,Leadership,1/5/1381,Amharic,17483833,TRUE,124,1398
294,Margot_Gray713084536@1wa8o.catering,Margot,Gray,12.42,Female,Conflict Resolution,6/15/1383,Czech,10943781,TRUE,123,1398
295,Ellen_Owens1395238002@lhp4j.store,Ellen,Owens,19.66,Female,Time Management,10/20/1383,Bengali,12070648,FALSE,118,1398
296,Marilyn_Pope530464787@v1wn5.zone,Marilyn,Pope,18.76,Female,Teamwork,3/13/1378,French,12993898,TRUE,139,1399
297,William_Potts584666245@ag5wi.tech,William,Potts,13.11,Male,Conflict Resolution,4/30/1382,Somali,14910298,TRUE,44,1400
298,Eduardo_Hall1152307044@6ijur.tech,Eduardo,Hall,17.83,Male,Conflict Resolution,3/25/1381,Pashto,14502579,TRUE,80,1401
299,Jazmin_Bell1297302898@6ijur.design,Jazmin,Bell,18.09,Female,Conflict Resolution,5/17/1379,Sundanese,10929718,FALSE,27,1399
300,Madelyn_Welsch1853556253@1kmd3.solutions,Madelyn,Welsch,18.26,Female,Conflict Resolution,4/15/1381,Chittagonian,13115962,TRUE,119,1398
301,Nick_Gosling1299991910@nanoff.info,Nick,Gosling,12.27,Male,Decision Making,10/28/1380,Hindi,12117355,FALSE,52,1400
302,Marilyn_James1751165245@voylg.solutions,Marilyn,James,16.81,Female,Decision Making,7/11/1381,Uzbek,14431353,TRUE,104,1401
303,Phillip_Hood367478384@cdpfn.press,Phillip,Hood,13.51,Male,Self-motivation,10/21/1378,English,17020823,TRUE,19,1400
304,Daphne_Callan866915620@1wa8o.software,Daphne,Callan,13.75,Female,Work Under Pressure,10/11/1382,Amharic,12580485,TRUE,35,1401
305,Aileen_Morrison1994457519@bcfhs.store,Aileen,Morrison,12.75,Female,Time Management,8/23/1383,Arabic,12842240,FALSE,26,1398
306,Sabina_Powell147463158@qu9ml.mobi,Sabina,Powell,18.73,Female,Learning,10/2/1381,Mandarin,16411584,TRUE,69,1398
307,Leah_Hunter110331159@nanoff.name,Leah,Hunter,13.33,Female,Self-motivation,6/2/1380,Japanese,11252867,FALSE,71,1401
308,Darlene_Farrow1122744431@fhuux.media,Darlene,Farrow,12.05,Female,Adaptability,3/23/1383,Tamil,12307230,FALSE,58,1398
309,Tyler_Reid663075739@xtwt3.club,Tyler,Reid,19.05,Male,Conflict Resolution,3/20/1382,Chinese,16139535,FALSE,119,1400
310,Bob_Emerson2074350210@jcf8v.club,Bob,Emerson,19.84,Male,Communication,3/12/1384,Gan Chinese,10233640,TRUE,1,1401
311,Sloane_Vane1009743050@yfxpw.solutions,Sloane,Vane,17.76,Female,Self-motivation,7/22/1377,Korean,13821546,TRUE,1,1397
312,Henry_Dickson840066144@iscmr.audio,Henry,Dickson,12.76,Male,Conflict Resolution,4/16/1379,French,18393530,FALSE,44,1397
313,Caleb_Latham1013442838@fhuux.store,Caleb,Latham,17.21,Male,Decision Making,1/9/1379,Japanese,19575831,FALSE,117,1401
314,Harvey_Sloan1454178565@dbxli.app,Harvey,Sloan,12.42,Male,Self-motivation,4/14/1382,Italian,14725138,FALSE,139,1400
315,Roger_James959886154@lyvnc.store,Roger,James,18.28,Male,Adaptability,1/15/1378,Pashto,18854088,FALSE,99,1401
316,Johnny_Stewart1900595784@chkzl.mobi,Johnny,Stewart,17.9,Male,Learning,3/28/1383,Gan Chinese,13370077,TRUE,115,1398
317,Chadwick_Noach1853759141@ag5wi.pro,Chadwick,Noach,12.93,Male,Self-motivation,8/4/1382,Italian,16775821,TRUE,114,1398
318,Harvey_Khan879753295@bqkv0.name,Harvey,Khan,19.54,Male,Conflict Resolution,9/24/1382,Vietnamese,16757633,FALSE,44,1399
319,George_Thompson1506195481@evyvh.shop,George,Thompson,14.08,Male,Time Management,2/11/1381,Hungarian,17292855,TRUE,121,1401
320,Paula_Lindop1688506605@yafr7.store,Paula,Lindop,19.86,Female,Leadership,8/21/1381,Yue,14016827,FALSE,88,1397
321,Bart_Jarvis2019762094@y96lx.meet,Bart,Jarvis,14.37,Male,Leadership,6/26/1384,Hakka,10096049,TRUE,4,1400
322,Leanne_Dwyer1076881152@yafr7.business,Leanne,Dwyer,18.68,Female,Teamwork,1/15/1379,Pashto,16934104,FALSE,132,1401
323,Lynn_Underhill1896351073@avn7d.zone,Lynn,Underhill,12.77,Female,Learning,6/29/1382,Vietnamese,13874433,TRUE,7,1399
324,Grace_Veale182465443@uagvw.solutions,Grace,Veale,16.01,Female,Learning,10/12/1383,Italian,12063828,FALSE,49,1399
325,Mike_Wright426743074@nanoff.online,Mike,Wright,16.56,Male,Time Management,3/17/1378,Urdu,18034966,FALSE,4,1401
326,Marissa_Trent1511988318@qu9ml.edu,Marissa,Trent,14.15,Female,Learning,11/21/1380,Assamese,11022753,FALSE,4,1400
327,Georgia_Patel1894187575@iaart.store,Georgia,Patel,19.52,Female,Decision Making,4/15/1379,Yue,15066631,FALSE,38,1397
328,Caydence_Seymour540012874@iaart.works,Caydence,Seymour,16.59,Female,Conflict Resolution,2/17/1382,Yoruba,17336860,TRUE,50,1399
329,Hope_Khan26458342@v1wn5.net,Hope,Khan,18.02,Female,Teamwork,9/19/1379,Swedish,10147980,FALSE,22,1399
330,Oliver_Sawyer1441350434@yfxpw.services,Oliver,Sawyer,15.93,Male,Decision Making,12/11/1381,Tamil,10738791,TRUE,119,1400
331,Rosie_Sherry550991374@zynuu.website,Rosie,Sherry,17.14,Female,Time Management,12/27/1383,Hindi,13418418,FALSE,37,1400
332,Doris_Forester1587266920@cke3u.edu,Doris,Forester,12.54,Female,Communication,6/3/1380,Malaysian,12539144,TRUE,54,1398
333,Leilani_Lewis1512975559@lyvnc.info,Leilani,Lewis,17.73,Female,Work Under Pressure,9/6/1382,Czech,16335451,FALSE,19,1401
334,Sofia_Fowler125961167@1kmd3.meet,Sofia,Fowler,14.95,Female,Self-motivation,9/15/1381,Greek,11633486,FALSE,129,1399
335,Joy_John1711273525@nmz0p.net,Joy,John,12.57,Female,Teamwork,11/10/1378,Nepali,19425636,TRUE,45,1397
336,Tom_Buckley573991789@jh02o.app,Tom,Buckley,19.54,Male,Work Under Pressure,9/17/1377,Belarusian,11605793,FALSE,136,1401
337,Lara_Hilton401160558@iaart.name,Lara,Hilton,17.05,Female,Learning,3/29/1384,Swedish,15241175,TRUE,62,1398
338,Phillip_Palmer281887522@yahoo.zone,Phillip,Palmer,18.29,Male,Work Under Pressure,2/18/1384,Swedish,10123280,FALSE,71,1400
339,Leroy_Silva177241841@3wbkp.pro,Leroy,Silva,18.83,Male,Work Under Pressure,10/19/1380,Sindhi,13372267,TRUE,114,1398
340,Juliette_Haines1551794762@ds59r.club,Juliette,Haines,17.24,Female,Adaptability,7/29/1379,Polish,13731461,TRUE,66,1399
341,Drew_Todd1916111254@urn0m.property,Drew,Todd,16.62,Female,Learning,11/14/1381,Urdu,18647225,TRUE,51,1399
342,Denis_Aldridge202401112@chkzl.com,Denis,Aldridge,18.96,Male,Leadership,10/13/1382,Swedish,16671928,FALSE,27,1399
343,Alan_Spencer1319915178@v1wn5.name,Alan,Spencer,17.4,Male,Conflict Resolution,5/8/1382,Korean,19522960,TRUE,67,1400
344,David_Roth1118250475@voylg.solutions,David,Roth,17.89,Male,Time Management,7/17/1382,Italian,13691663,TRUE,60,1398
345,Gloria_Reyes835412617@karnv.pro,Gloria,Reyes,17.01,Female,Communication,10/29/1381,Portuguese,12808688,FALSE,4,1400
346,Javier_Robinson255569983@xtwt3.mobi,Javier,Robinson,13.09,Male,Decision Making,9/15/1382,Dutch,10571317,TRUE,4,1400
347,Hank_Parsons935564004@kyb7t.autos,Hank,Parsons,19.85,Male,Communication,8/6/1378,Tamil,14971385,FALSE,121,1401
348,Abdul_Sherwood510906466@gnjps.edu,Abdul,Sherwood,16.69,Male,Communication,10/14/1380,Polish,19401219,FALSE,68,1400
349,Benny_Miller1683060190@hepmv.auction,Benny,Miller,16.09,Male,Communication,8/17/1381,Bhojpuri,12390518,TRUE,53,1401
350,Noah_Thatcher1853861425@nmz0p.solutions,Noah,Thatcher,14.21,Male,Leadership,1/9/1381,Amharic,16922933,FALSE,87,1401
351,Chris_Hope945097264@ohqqh.video,Chris,Hope,18.36,Male,Teamwork,2/2/1381,Tamil,19776571,FALSE,45,1400
352,Ada_Campbell1161011106@bu2lo.business,Ada,Campbell,19.9,Female,Adaptability,3/21/1378,Punjabi,10704435,FALSE,27,1399
353,Peter_Gosling193799781@yahoo.works,Peter,Gosling,15.12,Male,Work Under Pressure,11/10/1380,Swedish,19199026,FALSE,25,1401
354,Jamie_Nicolas1041572879@crzq7.shop,Jamie,Nicolas,19.43,Female,Communication,3/26/1383,Somali,15338857,FALSE,11,1398
355,Alessandra_Robertson1804328864@ag5wi.site,Alessandra,Robertson,12.98,Female,Leadership,4/27/1381,Dutch,14941925,FALSE,101,1401
356,Matthew_Jackson1820316980@yafr7.zone,Matthew,Jackson,19.34,Male,Learning,8/14/1378,Fula,13039651,FALSE,80,1400
357,Tyson_Adams786341009@3wbkp.works,Tyson,Adams,17.68,Male,Conflict Resolution,9/27/1381,Romanian,17841328,TRUE,78,1399
358,Percy_Gibson1562587975@bqkv0.auction,Percy,Gibson,15.29,Male,Work Under Pressure,1/25/1384,Amharic,19220843,TRUE,3,1398
359,Diane_Owen90148667@hepmv.auction,Diane,Owen,18.95,Female,Adaptability,3/19/1379,Spanish,16606161,FALSE,56,1400
360,Vivian_Preston2144648827@c2nyu.press,Vivian,Preston,16.01,Female,Communication,10/31/1377,Assamese,15755814,FALSE,58,1397
361,Kieth_Strong1670686527@ds59r.works,Kieth,Strong,18.8,Male,Work Under Pressure,7/13/1381,Azerbaijani,14412811,FALSE,8,1399
362,Alexa_Addis1554642200@lhp4j.page,Alexa,Addis,17.11,Female,Learning,1/19/1383,Malaysian,14039672,TRUE,90,1401
363,Julian_Ingram51252984@nanoff.biz,Julian,Ingram,13.1,Male,Communication,12/25/1382,Gan Chinese,15689914,TRUE,17,1398
364,Maxwell_Preston344533803@v1wn5.media,Maxwell,Preston,13.66,Male,Adaptability,1/3/1380,Azerbaijani,17878914,TRUE,2,1397
365,Jazmin_Veale1049375298@nmz0p.auction,Jazmin,Veale,18.97,Female,Conflict Resolution,3/7/1378,Pashto,16896022,FALSE,50,1399
366,Marjorie_Walsh1111731729@yvu30.design,Marjorie,Walsh,19.24,Female,Self-motivation,12/11/1380,Bhojpuri,17696049,TRUE,22,1400
367,Makena_Brown1145738486@jcf8v.directory,Makena,Brown,12.33,Female,Work Under Pressure,10/12/1382,Spanish,14291281,TRUE,11,1397
368,Phoebe_Gosling1076636860@cke3u.solutions,Phoebe,Gosling,19.92,Female,Leadership,2/22/1384,Uyghur,19288620,FALSE,19,1401
369,Joy_Dobson1612751162@cdpfn.online,Joy,Dobson,18.41,Female,Learning,12/8/1378,Swedish,13825021,TRUE,113,1401
370,Roger_Warren159931154@iaart.info,Roger,Warren,18.33,Male,Self-motivation,5/3/1379,Swedish,16221731,TRUE,117,1400
371,David_Murray83273867@c2nyu.mobi,David,Murray,15.99,Male,Work Under Pressure,9/14/1377,Romanian,18861789,FALSE,79,1399
372,Adeline_Jackson149049213@jcf8v.press,Adeline,Jackson,12.78,Female,Work Under Pressure,8/7/1379,Bhojpuri,13119332,TRUE,126,1397
373,Leanne_Farmer457688560@zynuu.media,Leanne,Farmer,12.42,Female,Communication,10/12/1383,Sindhi,13505911,TRUE,24,1397
374,Barry_Snell1823339995@crzq7.biz,Barry,Snell,17.75,Male,Conflict Resolution,9/18/1377,Czech,13196468,FALSE,62,1398
375,Gemma_Veale867305053@hepmv.online,Gemma,Veale,13.42,Female,Adaptability,4/13/1378,Portuguese,13438169,TRUE,83,1399
376,Alison_Furnell1642451400@voylg.press,Alison,Furnell,16.57,Female,Decision Making,1/23/1384,Portuguese,16876502,TRUE,106,1401
